data_id,price,brand,category,product_name,units,quantity,unit_type,store_name,image_url,start_date,end_date
10764596,25.00,Casa Tarradellas,Pizza Fersk,Chicken Pizza,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_19_25x4799_2421x6796_zoom.jpg,2025-10-18,2025-10-24
10764597,25.00,Casa Tarradellas,Pizza Fersk,Serrano Pizza,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_19_25x4799_2421x6796_zoom.jpg,2025-10-18,2025-10-24
10764648,11.97,ØGO,Pålægssalat,Hummus,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_17_41x698_2336x3987_zoom.jpg,2025-10-18,2025-10-24
10764610,12.00,Buko Smelte,Specialost,Smøreost Champignonost,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_14_114x0_4998x2880_zoom.jpg,2025-10-18,2025-10-24
10764511,12.00,ØGO,Postej og Paté,Kyllingeleverpostej,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_4_62x4537_1828x6840_zoom.jpg,2025-10-18,2025-10-24
10764512,12.00,ØGO,Postej og Paté,Leverpostej,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_4_62x4537_1828x6840_zoom.jpg,2025-10-18,2025-10-24
10764609,12.00,Buko Smelte,Specialost,Smøreost Skinkeost,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_14_114x0_4998x2880_zoom.jpg,2025-10-18,2025-10-24
10764607,12.00,Buko Smelte,Specialost,Smøreost Rejeost,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_14_114x0_4998x2880_zoom.jpg,2025-10-18,2025-10-24
10764608,12.00,Buko Smelte,Specialost,Smøreost Rejeost 8%,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_14_114x0_4998x2880_zoom.jpg,2025-10-18,2025-10-24
10764618,12.00,Buko Smelte,Specialost,Smøreost Baconost,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_14_114x0_4998x2880_zoom.jpg,2025-10-18,2025-10-24
10764619,12.00,Buko Smelte,Specialost,Smøreost Krydderost,1,0,bg.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_14_114x0_4998x2880_zoom.jpg,2025-10-18,2025-10-24
10764513,7.50,Fellino,Madlavningsost,Mozzarella,1,0,ps.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_5_3207x3208_4998x5541_zoom.jpg,2025-10-18,2025-10-24
10764594,25.00,Casa Tarradellas,Pizza Fersk,Ham & Chesse Pizza,1,0,pk.,Netto,https://static.tilbudsugen.dk/1st-retail/2025/43/63675/Netto422025-1_19_25x4799_2421x6796_zoom.jpg,2025-10-18,2025-10-24
